video_id,viewCount,likeCount,dislikeCount,comment,neg,neu,pos,compound,title,duration
5qWkKufgN64,163,16,0,சூப்பர் அக்கா,0.0,1.0,0.0,0.0,malayil yaro,0:47
5qWkKufgN64,163,16,0,👍👍👍🌹🌹🌹 சூப்பரான பாடல்🌹🌹🌹👍🌹👍,0.0,1.0,0.0,0.0,malayil yaro,0:47
5qWkKufgN64,163,16,0,சூப்பர் 👍👍👍,0.0,1.0,0.0,0.0,malayil yaro,0:47
5qWkKufgN64,163,16,0,Ahaha enna arputam nice song❤❤❤❤❤❤,0.0,0.263,0.737,0.9834,malayil yaro,0:47
nn-MqLFyszA,455,15,0,👌👌👌👌👌👍👍,0.0,0.115,0.885,0.9829,tree,0:28
nn-MqLFyszA,455,15,0,💯,0.0,1.0,0.0,0.0,tree,0:28
nn-MqLFyszA,455,15,0,Super sister😊,0.0,0.288,0.712,0.872,tree,0:28
7Jb1N0_AJu0,149,10,0,,,,,,,86:49
af-Us-7vDJQ,7720,154,0,😮😮😮😮,0.0,1.0,0.0,0.0,parrot banana eating,0:09
af-Us-7vDJQ,7720,154,0,அருமை 👌👌👌,0.0,0.052,0.948,0.9545,parrot banana eating,0:09
af-Us-7vDJQ,7720,154,0,😂😂😂😂😂😂,0.218,0.345,0.437,0.9468,parrot banana eating,0:09
af-Us-7vDJQ,7720,154,0,😂😂😂😂,0.218,0.345,0.437,0.891,parrot banana eating,0:09
540wfhaZBFE,610,22,0,அருமை 🎉🎉🎉🎉🎉,0.0,0.308,0.6920000000000001,0.91,,0:33
540wfhaZBFE,610,22,0,அருமை ❤❤❤,0.0,0.241,0.759,0.9274,,0:33
540wfhaZBFE,610,22,0,Super songs,0.0,0.204,0.796,0.5994,,0:33
540wfhaZBFE,610,22,0,🫣🫣,0.0,1.0,0.0,0.0,,0:33
540wfhaZBFE,610,22,0,👀👀,0.0,1.0,0.0,0.0,,0:33
fXAvT9-jUAY,74,5,0,,,,,,"Silent live, pls like friends ,konjam health problem so...next live pesalam nanba",99:53
9yB3cKR6NE0,415,15,0,Enkkum settu neenga sappudunga sister❤,0.0,0.588,0.412,0.6369,kanikoru nilava,0:22
9yB3cKR6NE0,415,15,0,😋😋😋,0.0,1.0,0.0,0.0,kanikoru nilava,0:22
9yB3cKR6NE0,415,15,0,சூப்பர் சாப்பாடு,0.0,1.0,0.0,0.0,kanikoru nilava,0:22
9yB3cKR6NE0,415,15,0,👌👌👌,0.0,0.0,1.0,0.9545,kanikoru nilava,0:22
vLqAohHcUZQ,2550,25,0,Mm 🎉,0.0,0.426,0.5740000000000001,0.4019,cleaning,0:12
vLqAohHcUZQ,2550,25,0,👍👍👍👍👍👍,0.0,1.0,0.0,0.0,cleaning,0:12
UBi5S2fSNw0,177,7,0,,,,,,",",54:40
3j1g8EXb-a8,72,10,0,,,,,,Silent live friends pls like,67:03
I6vTDZCe28o,553,18,0,வாழ்க வளமுடன்,0.0,1.0,0.0,0.0,motivational,0:08
I6vTDZCe28o,553,18,0,❤❤❤❤❤नाईश❤❤❤❤❤❤,0.0,0.222,0.778,0.9928,motivational,0:08
I6vTDZCe28o,553,18,0,🎉🎉🎉🎉🎉🎉,0.0,0.27,0.73,0.9349,motivational,0:08
I6vTDZCe28o,553,18,0,Good,0.0,0.0,1.0,0.4404,motivational,0:08
I6vTDZCe28o,553,18,0,👌,0.0,0.0,1.0,0.7297,motivational,0:08
I6vTDZCe28o,553,18,0,❤❤❤yes,0.0,0.323,0.677,0.8555,motivational,0:08
I6vTDZCe28o,553,18,0,அருமை 👌👌👌,0.0,0.052,0.948,0.9545,motivational,0:08
25yXh7_2EOc,1016,19,0,👌👌,0.0,0.0,1.0,0.9055,never fails,0:16
25yXh7_2EOc,1016,19,0,சூப்பர் சூப்பர் 👍👍,0.0,1.0,0.0,0.0,never fails,0:16
25yXh7_2EOc,1016,19,0,🎉🎉,0.0,0.27,0.73,0.6597000000000001,never fails,0:16
25yXh7_2EOc,1016,19,0,சிஸ்டர் சூப்பர் 👌👌,0.0,0.14,0.86,0.9055,never fails,0:16
i0AufSGLSxo,22,1,0,@priyan  priyan priyan3006  ஓகேவ்,0.0,1.0,0.0,0.0,Highlight 1:01:33  1:06:33 from Good night friends,5:00
ivjLzCqIcNM,59,5,0,க்யூட்டா இருக்க பாப்பா,0.0,1.0,0.0,0.0,Highlight 20:26  25:25 from Good night friends,5:00
ivjLzCqIcNM,59,5,0,🎉🎉🎉,0.0,0.27,0.73,0.7964,Highlight 20:26  25:25 from Good night friends,5:00
ekiGn947x64,92,0,0,Super,0.0,0.0,1.0,0.5994,Highlight 21:51  26:50 from Good night friends,5:04
C7G4ubhuGUw,175,7,0,🙏🙏,0.0,1.0,0.0,0.0,veg paya,0:55
C7G4ubhuGUw,175,7,0,🎉🎉🎉🎉,0.0,0.27,0.73,0.8689,veg paya,0:55
MqMuZ0z9qw4,427,9,0,💃💃💃,0.0,1.0,0.0,0.0,ennai konja konja,0:22
MqMuZ0z9qw4,427,9,0,🎉🎉🎉😊,0.0,0.299,0.7010000000000001,0.9201,ennai konja konja,0:22
MqMuZ0z9qw4,427,9,0,🥰🥰,0.0,0.291,0.709,0.9393,ennai konja konja,0:22
MqMuZ0z9qw4,427,9,0,🎉,0.0,0.27,0.73,0.4019,ennai konja konja,0:22
fh9Lm3V9ZeQ,480,10,0,,,,,,Good morning friends,98:12
Is3lgeNuFHU,72,3,0,சூப்பர் சிஸ் 🙏👍,0.0,1.0,0.0,0.0,paya,4:12
jUFTu8afG8s,418,14,0,Good song,0.0,0.256,0.744,0.4404,oru kootu killayaga,0:22
jUFTu8afG8s,418,14,0,🦜🦜🦜🦜🦜🎉🎉🎉🎉,0.0,0.455,0.545,0.8689,oru kootu killayaga,0:22
jUFTu8afG8s,418,14,0,👍👌🙏காலை வணக்கம் 🙏,0.0,0.533,0.467,0.7297,oru kootu killayaga,0:22
jUFTu8afG8s,418,14,0,சூப்பர் ❤❤❤🦜🦜🦜,0.0,0.357,0.643,0.9274,oru kootu killayaga,0:22
jUFTu8afG8s,418,14,0,👌👌,0.0,0.0,1.0,0.9055,oru kootu killayaga,0:22
jfLfVvEyRGQ,43,1,0,,,,,,"Highlight 1:01:38  1:06:33 from Silent live friends,pls like",4:56
FtW5yPlK950,5,2,0,,,,,,"Highlight 1:00:28  1:05:23 from Silent live friends,pls like",4:56
9jfsxvxkNl0,10,1,0,,,,,,"Highlight 1:02:39  1:07:38 from Silent live friends,pls like",5:05
_l4p1fKxKgA,6,1,0,,,,,,"Highlight 1:03:59  1:08:57 from Silent live friends,pls like",5:04
Zb1yOwLF8IU,110,2,0,Super songs 👌,0.0,0.091,0.909,0.876,"Highlight 1:05:23  1:10:22 from Silent live friends,pls like",5:04
pRWg7Oe-eI0,12,1,0,,,,,,"Highlight 58:24  1:03:19 from Silent live friends,pls like",4:56
lN68U-eHZDI,131,7,0,,,,,,"Silent live friends,pls like",70:38
D4H3HzQTBj0,134,9,0,,,,,,Hi Friends,89:24
PAoBxuhNrwg,120,3,0,,,,,,Good morning friends,29:17
jZBMx0M97yY,688,20,0,கேப்டன் 🙏🙏🙏,0.0,1.0,0.0,0.0,ukkadam bridge  Kai rasithan,0:24
jZBMx0M97yY,688,20,0,உங்க சேனல் உலகமெங்கும் புகழ் பெரும்..,0.0,1.0,0.0,0.0,ukkadam bridge  Kai rasithan,0:24
jZBMx0M97yY,688,20,0,❤,0.0,0.192,0.808,0.6369,ukkadam bridge  Kai rasithan,0:24
jZBMx0M97yY,688,20,0,Awesome 🎉🎉🎉,0.0,0.197,0.803,0.9042,ukkadam bridge  Kai rasithan,0:24
jZBMx0M97yY,688,20,0,🎉🎉🎉🎉🎉🎉🎉,0.0,0.27,0.73,0.9509,ukkadam bridge  Kai rasithan,0:24
45F1ZvoqyBQ,203,10,0,,,,,,Masala roast sapidalam vanga,100:57
d81lvbcu_lE,434,11,0,👌👌,0.0,0.0,1.0,0.9055,masala dosai,0:19
d81lvbcu_lE,434,11,0,Super 😋😋😋,0.0,0.6980000000000001,0.302,0.5994,masala dosai,0:19
d81lvbcu_lE,434,11,0,😋😋😋,0.0,1.0,0.0,0.0,masala dosai,0:19
bAI4KHWRAps,1019,25,0,❤❤❤✨👌👌👌,0.0,0.083,0.917,0.9865,Poove poochoda vaa,0:17
bAI4KHWRAps,1019,25,0,❤❤❤❤❤,0.0,0.192,0.808,0.9719,Poove poochoda vaa,0:17
bAI4KHWRAps,1019,25,0,Super❤,0.0,0.11,0.89,0.8442000000000001,Poove poochoda vaa,0:17
bAI4KHWRAps,1019,25,0,Wow சூப்பர் 👌👌👌,0.0,0.043,0.957,0.969,Poove poochoda vaa,0:17
bAI4KHWRAps,1019,25,0,❤❤❤❤🎉🎉🎉,0.0,0.219,0.781,0.9774,Poove poochoda vaa,0:17
ao5p7qf0e_Y,105,7,0,,,,,,Adai thosai sapidalam vanga,66:13
XzVh-UwOOg0,103,7,0,Hi ❤ akka ✨Good ❤ Morning 🤗,0.0,0.385,0.615,0.9042,Good afternoon friends,54:37
Al7FnL9Ouh4,36,4,0,,,,,,Highlight 1:01:02  1:06:02 from Adai thosai sapidalam vanga,5:01
a3x7M5PxvsM,451,13,0,😍😍😍uppuma,0.0,0.5,0.5,0.8402000000000001,ravai kichadi,0:18
a3x7M5PxvsM,451,13,0,❤😂😂😂😂😂❤,0.176,0.315,0.508,0.9716,ravai kichadi,0:18
a3x7M5PxvsM,451,13,0,அருமை 😋😋😋,0.0,1.0,0.0,0.0,ravai kichadi,0:18
a3x7M5PxvsM,451,13,0,அருமை 👌,0.0,0.14,0.86,0.7297,ravai kichadi,0:18
a3x7M5PxvsM,451,13,0,அக்கா 🎉,0.0,0.426,0.5740000000000001,0.4019,ravai kichadi,0:18
a3x7M5PxvsM,451,13,0,சூப்பர் உப்புமா🎉🎉🎉,0.0,0.382,0.618,0.7964,ravai kichadi,0:18
tLFaXZGPUxs,397,12,0,🎉,0.0,0.27,0.73,0.4019,poo pookum Masami,0:35
tLFaXZGPUxs,397,12,0,Super ❤ Song ✨👌👌👌,0.0,0.065,0.935,0.9814,poo pookum Masami,0:35
tLFaXZGPUxs,397,12,0,❤❤❤,0.0,0.192,0.808,0.9274,poo pookum Masami,0:35
tLFaXZGPUxs,397,12,0,சூப்பர் 👌👌👌,0.0,0.052,0.948,0.9545,poo pookum Masami,0:35
tLFaXZGPUxs,397,12,0,அக்கா சூப்பர்,0.0,1.0,0.0,0.0,poo pookum Masami,0:35
tLFaXZGPUxs,397,12,0,🌸🌸🌸🌸🌸👌,0.0,0.62,0.38,0.7297,poo pookum Masami,0:35
JONkCXfJgI4,603,15,0,🎉🎉🎉🎉,0.0,0.27,0.73,0.8689,natural hair dye,0:29
JONkCXfJgI4,603,15,0,💯 perccent true ❤👌👌,0.0,0.172,0.8280000000000001,0.9599,natural hair dye,0:29
JONkCXfJgI4,603,15,0,Unmaiyana varietal,0.0,1.0,0.0,0.0,natural hair dye,0:29
JONkCXfJgI4,603,15,0,Unmaiyana varigal,0.0,1.0,0.0,0.0,natural hair dye,0:29
JONkCXfJgI4,603,15,0,அருமை அருமை 👌,0.0,0.246,0.754,0.7297,natural hair dye,0:29
JONkCXfJgI4,603,15,0,🎉💫👍👌,0.138,0.218,0.643,0.7865000000000001,natural hair dye,0:29
lRFTrINTLL0,496,21,0,Amazing ❤🦜🦜🦜,0.0,0.333,0.667,0.8402000000000001,oru killi uruguthu,0:17
lRFTrINTLL0,496,21,0,🦜🦜🦜💫🎉👌,0.129,0.271,0.6000000000000001,0.7865000000000001,oru killi uruguthu,0:17
lRFTrINTLL0,496,21,0,அருமை,0.0,1.0,0.0,0.0,oru killi uruguthu,0:17
pItHKEN5h5Q,159,16,0,,,,,,Aapam sapidalam vanga,113:06
4dWSQq6M__0,52,4,0,😮😮🤔🤔 कॅमेरा ठीक से पकडीहै व्हिडिओ बहुत हील रही है दीदी 😊❤,0.0,0.718,0.282,0.8807,Highlight 1:47:50  1:52:50 from Aapam sapidalam vanga,5:00
NAbV0yzPYo4,37,0,0,,,,,,Highlight 1:05:49  1:10:49 from Aapam sapidalam vanga,5:01
PQqA2lViDD4,442,16,0,👍👍👍👌,0.0,0.495,0.505,0.7297,Kodiveri falls road  Santhana katukule,0:35
PQqA2lViDD4,442,16,0,Hii sister i am new friend ❤❤❤❤❤,0.0,0.292,0.708,0.9781,Kodiveri falls road  Santhana katukule,0:35
PQqA2lViDD4,442,16,0,Nice ❤ song ❤,0.0,0.211,0.789,0.9042,Kodiveri falls road  Santhana katukule,0:35
PQqA2lViDD4,442,16,0,அனுப்புனா வராது,0.0,1.0,0.0,0.0,Kodiveri falls road  Santhana katukule,0:35
PQqA2lViDD4,442,16,0,அருமையான பாடல்❤❤❤❤🎉🎉🎉🎉,0.0,0.266,0.734,0.981,Kodiveri falls road  Santhana katukule,0:35
SF-q5HoGTjg,491,16,0,😋😋😋,0.0,1.0,0.0,0.0,biriyani  fry,0:24
SF-q5HoGTjg,491,16,0,😂😂😂,0.218,0.345,0.437,0.8271000000000001,biriyani  fry,0:24
SF-q5HoGTjg,491,16,0,சூப்பர் சூப்பர் மா 👍,0.0,1.0,0.0,0.0,biriyani  fry,0:24
WSEoPfDY5dU,2094,31,0,இது என்ன புது புறளியா இருக்கு அக்கா,0.0,1.0,0.0,0.0,,0:18
WSEoPfDY5dU,2094,31,0,😋😋😋😋😋😋,0.0,1.0,0.0,0.0,,0:18
jn5QORD-SwU,691,13,0,அருமை 😂😂😂,0.21,0.369,0.421,0.8271000000000001,,0:11
jn5QORD-SwU,691,13,0,Semma 😂😂😂,0.21,0.369,0.421,0.8271000000000001,,0:11
jn5QORD-SwU,691,13,0,சூப்பர் 😂,0.196,0.412,0.392,0.4404,,0:11
K8PXvbRwj8w,407,26,0,,,,,,Ragi adai sapidalam vanga friends,119:02
oV_fmDwXMJo,99,9,0,,,,,,Good afternoon friends,38:12
pO2fFUew5_I,346,12,0,,,,,,,86:56
lgpMbFzVt4Y,43,3,0,,,,,,Highlight 32:51  37:46 from Good afternoon friends,4:56
eiOvZ9gzWnQ,226,4,0,,,,,,"Silent live friends , pls  like",85:14
oiH-B_5vojU,418,29,0,அற்புதமான பாடல் வரி அழகான இயற்கை,0.0,1.0,0.0,0.0,Ithu oru poomalai pozhuthu  kuruvi,0:20
oiH-B_5vojU,418,29,0,👌👌🎉,0.0,0.063,0.937,0.9321,Ithu oru poomalai pozhuthu  kuruvi,0:20
oiH-B_5vojU,418,29,0,Super akka intha mathari parthu romba nall achi akka,0.0,0.672,0.328,0.5994,Ithu oru poomalai pozhuthu  kuruvi,0:20
oiH-B_5vojU,418,29,0,அருமை காட்ச்சி,0.0,1.0,0.0,0.0,Ithu oru poomalai pozhuthu  kuruvi,0:20
Yif3TL9hio8,481,8,0,ஹாய் 🎉🎉🎉😅😅😅,0.0,0.455,0.545,0.9274,favorite food    interview,0:19
DXpdtQ9AEtg,492,9,0,ஹாய் s,0.0,1.0,0.0,0.0,"Chapathi,rajma   beans gravy",0:14
6s8q_Cyd_MY,732,17,0,அக்கா 🎉,0.0,0.426,0.5740000000000001,0.4019,self confidence,0:17
6s8q_Cyd_MY,732,17,0,ஹாய் s,0.0,1.0,0.0,0.0,self confidence,0:17
Aew1z9CeFRk,31,6,0,அக்கா 🎉,0.0,0.426,0.5740000000000001,0.4019,,0:35
Aew1z9CeFRk,31,6,0,ஹாய் s,0.0,1.0,0.0,0.0,,0:35
5705MIDj2tY,448,19,0,ஹாய் s,0.0,1.0,0.0,0.0,driver,0:20
c3wbDOVBZx8,450,22,0,😅😅😅😂😂,0.112,0.442,0.445,0.9062,karupa,0:15
c3wbDOVBZx8,450,22,0,ஹாய் s,0.0,1.0,0.0,0.0,karupa,0:15
c3wbDOVBZx8,450,22,0,எம்மோவ்😁😁 இப்படி எல்லாம் பேசுறாங்களா இவங்க 😁😂😂😊,0.073,0.496,0.431,0.9628,karupa,0:15
c3wbDOVBZx8,450,22,0,😂😂😂😂🎉,0.197,0.338,0.465,0.9231,karupa,0:15
jFnxrv6X6oo,574,15,0,ஹாய் s,0.0,1.0,0.0,0.0,rubber piece buffing,0:11
jFnxrv6X6oo,574,15,0,🎉🎉🥰,0.0,0.282,0.718,0.9136,rubber piece buffing,0:11
jFnxrv6X6oo,574,15,0,Super ka,0.0,0.204,0.796,0.5994,rubber piece buffing,0:11
24ax-LT6MKA,417,11,0,😂😂😂😂😂😂,0.218,0.345,0.437,0.9468,,0:11
LlQzdOnWfi4,551,23,0,சூப்பர் கா,0.0,1.0,0.0,0.0,Truelines,0:15
LlQzdOnWfi4,551,23,0,👌👌👌👌👌😋😋😋,0.0,0.227,0.773,0.9829,Truelines,0:15
tbu-okzLCrU,579,18,0,அடுத்த மாதம் சிக்ஸ் பேக் வரனும் 😂,0.139,0.584,0.277,0.4404,fitness cycle,0:13
tbu-okzLCrU,579,18,0,Nice song,0.0,0.263,0.737,0.4215,fitness cycle,0:13
tbu-okzLCrU,579,18,0,🚲🚲🚲🚲🚲👌👌👌👌,0.0,0.169,0.8310000000000001,0.9736,fitness cycle,0:13
tbu-okzLCrU,579,18,0,👌👌👌👌,0.0,0.0,1.0,0.9736,fitness cycle,0:13
tbu-okzLCrU,579,18,0,🚲🚲🚲🚲🚲🚲🚲🚲🚲🚲🚲🚲,0.0,1.0,0.0,0.0,fitness cycle,0:13
PHaoK4AzIek,3122,232,0,❤❤❤❤,0.0,0.192,0.808,0.9571,,0:19
oSb7MdI2tEY,599,11,0,அக்கா 🎉,0.0,0.426,0.5740000000000001,0.4019,Piece hand cleaning,0:16
oSb7MdI2tEY,599,11,0,Vera level,0.0,1.0,0.0,0.0,Piece hand cleaning,0:16
oSb7MdI2tEY,599,11,0,👌👌👌👌,0.0,0.0,1.0,0.9736,Piece hand cleaning,0:16
oSb7MdI2tEY,599,11,0,சூப்பர் 🎉🎉🎉🎉🎉,0.0,0.308,0.6920000000000001,0.91,Piece hand cleaning,0:16
TDyuhD7poJg,622,9,0,,,,,,,0:12
08qinj4Nf7Y,49,7,0,,,,,,Silent live friends   pls like,121:24
6KH45xsuqfU,108,4,0,,,,,,,68:06
TMA9J5I_szQ,3462,70,0,அருமை அருமை😂😂😂,0.203,0.391,0.406,0.8271000000000001,Annachi 1kg paruppu kudunga,0:27
LHZBK4S5gPw,958,24,0,👌👌👌👌🎉,0.0,0.035,0.965,0.9782,health,0:12
LHZBK4S5gPw,958,24,0,அருமை அருமை சகோதரி 👍👍👍,0.0,1.0,0.0,0.0,health,0:12
LHZBK4S5gPw,958,24,0,Super super sister,0.0,0.114,0.886,0.8316,health,0:12
LHZBK4S5gPw,958,24,0,Good health good life 🧬,0.0,0.341,0.659,0.7003,health,0:12
LHZBK4S5gPw,958,24,0,Hi சாய் ❤️,0.0,1.0,0.0,0.0,health,0:12
LHZBK4S5gPw,958,24,0,😮😮😮,0.0,1.0,0.0,0.0,health,0:12
LHZBK4S5gPw,958,24,0,Very nice video,0.0,0.393,0.607,0.4754,health,0:12
gJWJo2IgLLw,411,18,0,😂😂😂😂😂😂,0.218,0.345,0.437,0.9468,,0:13
gJWJo2IgLLw,411,18,0,🤣🤣,0.0,0.556,0.444,0.7506,,0:13
B45EyXYyMW4,464,53,0,🦚🦚🦚🦚🦚🦚🦚,0.0,1.0,0.0,0.0,",",0:13
B45EyXYyMW4,464,53,0,🙏🏻🙏🏻,0.0,1.0,0.0,0.0,",",0:13
Iu_2MIDnk2Q,2440,21,0,😂😂😂😂🎉,0.197,0.338,0.465,0.9231,,0:24
Iu_2MIDnk2Q,2440,21,0,🤣🤣🤣,0.0,0.556,0.444,0.8625,,0:24
Iu_2MIDnk2Q,2440,21,0,😂😂😂,0.218,0.345,0.437,0.8271000000000001,,0:24
Iu_2MIDnk2Q,2440,21,0,👌👌👌👌👌🤣🤣👍🤣,0.0,0.258,0.742,0.9901,,0:24
Iu_2MIDnk2Q,2440,21,0,😂😂😂😂👌👌👌👌,0.128,0.202,0.67,0.9874,,0:24
Iu_2MIDnk2Q,2440,21,0,Nice,0.0,0.0,1.0,0.4215,,0:24
Iu_2MIDnk2Q,2440,21,0,❤😂😂😂😂😂❤,0.176,0.315,0.508,0.9716,,0:24
rmrWnvcBCLA,1080,15,0,👍🏻👍🏻good,0.0,1.0,0.0,0.0,life,0:15
rmrWnvcBCLA,1080,15,0,👌👌👌,0.0,0.0,1.0,0.9545,life,0:15
rmrWnvcBCLA,1080,15,0,அருமை அருமையான பதிவு 👍,0.0,1.0,0.0,0.0,life,0:15
rmrWnvcBCLA,1080,15,0,Very nice🎉,0.0,0.248,0.752,0.7245,life,0:15
rmrWnvcBCLA,1080,15,0,Super 🎉🎉💪🎉🎉👌👌,0.0,0.182,0.8180000000000001,0.9775,life,0:15
rmrWnvcBCLA,1080,15,0,👍👍👍👍🎉🎉🎉,0.0,0.5760000000000001,0.424,0.7964,life,0:15
rmrWnvcBCLA,1080,15,0,👌👌👌👌👌👌👍👍👍👍👍,0.0,0.214,0.786,0.988,life,0:15
YxBxkrMb-bY,548,29,0,🎉🎉,0.0,0.27,0.73,0.6597000000000001,road,0:17
YxBxkrMb-bY,548,29,0,💯 true,0.0,0.417,0.583,0.4215,road,0:17
YxBxkrMb-bY,548,29,0,👍,0.0,1.0,0.0,0.0,road,0:17
YxBxkrMb-bY,548,29,0,Yes it's 💯 percent true ✨👍👍,0.0,0.506,0.494,0.7783,road,0:17
GuibyrVDkvA,10226,531,0,🙏🙏🙏🙏🙏,0.0,1.0,0.0,0.0,,0:19
GuibyrVDkvA,10226,531,0,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0.218,0.345,0.437,0.9909,,0:19
GuibyrVDkvA,10226,531,0,❤ ஓம் முருகா போற்றி போற்றி நீரே என்றென்றும் எல்லோருக்கும் வழி தூனையாக இருக்கும் 🎉,0.0,0.635,0.365,0.7845000000000001,,0:19
GuibyrVDkvA,10226,531,0,🚩ஓம் 🐔முருகா 🦚🚩,0.0,1.0,0.0,0.0,,0:19
dQQYwFSLmrY,133,12,0,Super ❤❤❤👌👌👌,0.0,0.079,0.921,0.9881,Malai,0:56
dQQYwFSLmrY,133,12,0,Nice 😊,0.0,0.254,0.746,0.8316,Malai,0:56
dQQYwFSLmrY,133,12,0,👌👌👌👌,0.0,0.0,1.0,0.9736,Malai,0:56
dQQYwFSLmrY,133,12,0,👌👌👌,0.0,0.0,1.0,0.9545,Malai,0:56
dQQYwFSLmrY,133,12,0,Superb Anand. Why don't you pursue this,0.0,0.594,0.406,0.6249,Malai,0:56
dQQYwFSLmrY,133,12,0,ennai ungal rasigar aakiviteergal anna❤,0.0,0.588,0.412,0.6369,Malai,0:56
YzH7-heURM8,472,13,0,🤣🤣🤣🤣🤣🤣🤣🤣👌👌👌👌👌👍👍👍👍👍👍🌹,0.0,0.444,0.556,0.9949,enna oru performance,0:10
bUjWDkWKJzM,1056,16,0,👍👍👍👍👌👌👌👌,0.0,0.246,0.754,0.9736,all in all  to owner  grinding    cleaning,0:18
bUjWDkWKJzM,1056,16,0,🎉,0.0,0.27,0.73,0.4019,all in all  to owner  grinding    cleaning,0:18
bUjWDkWKJzM,1056,16,0,🎉🎉🎉🎉 அருமை சகோதரி🎉🎉🎉,0.0,0.323,0.677,0.9509,all in all  to owner  grinding    cleaning,0:18
bUjWDkWKJzM,1056,16,0,அருமை 👍,0.0,1.0,0.0,0.0,all in all  to owner  grinding    cleaning,0:18
-ee96M0nqJ0,407,14,0,👌👌👌,0.0,0.0,1.0,0.9545,,0:58
-ee96M0nqJ0,407,14,0,சூப்பர் வாய்ஸ் சூப்பர் என்ன கண்டினியூ நல்லா வீடியோ போடுங்க,0.0,1.0,0.0,0.0,,0:58
-ee96M0nqJ0,407,14,0,👍👍👍🌹🌹🌹 சூப்பரான பாடல்🌹🌹🌹👍🌹👍,0.0,1.0,0.0,0.0,,0:58
-ee96M0nqJ0,407,14,0,Keep singing Anand,0.0,1.0,0.0,0.0,,0:58
-ee96M0nqJ0,407,14,0,Nice anna ❤❤❤❤❤,0.0,0.201,0.799,0.9771,,0:58
-ee96M0nqJ0,407,14,0,👌👌 அருமை அண்ணா👌👌,0.0,0.075,0.925,0.9736,,0:58
-ee96M0nqJ0,407,14,0,❤❤❤,0.0,0.192,0.808,0.9274,,0:58
qiHVsfIIuvo,145,5,0,சமையல் எல்லாம் முடிஞ்சா,0.0,1.0,0.0,0.0,Good night friends,2:04
qiHVsfIIuvo,145,5,0,அழகாக இருக்கீங்க,0.0,1.0,0.0,0.0,Good night friends,2:04
qmn5KV4TGQI,209,6,0,,,,,,Silent live friends   pls like,112:53
4ohZoB2ZYnI,614,21,0,😂😂😂😂,0.218,0.345,0.437,0.891,husbandwifealaparaigal,0:15
4ohZoB2ZYnI,614,21,0,😂😂😂😂😂,0.218,0.345,0.437,0.926,husbandwifealaparaigal,0:15
4ohZoB2ZYnI,614,21,0,😂😂😂😂❤,0.19,0.325,0.485,0.9413,husbandwifealaparaigal,0:15
4ohZoB2ZYnI,614,21,0,🎉🎉🎉,0.0,0.27,0.73,0.7964,husbandwifealaparaigal,0:15
4ohZoB2ZYnI,614,21,0,🤣🤣🤣🤣🤣🤣,0.0,0.556,0.444,0.9595,husbandwifealaparaigal,0:15
8W-M324B5TE,430,19,0,Very nice🎉,0.0,0.248,0.752,0.7245,,0:54
8W-M324B5TE,430,19,0,👌👌👌👌🎉🎉🎉,0.0,0.084,0.916,0.9843,,0:54
8W-M324B5TE,430,19,0,Super👌,0.0,0.0,1.0,0.876,,0:54
8W-M324B5TE,430,19,0,அருமை அருமை 👌🎉🎉🎉🎉,0.0,0.262,0.738,0.9426,,0:54
8W-M324B5TE,430,19,0,💐💐❤️👍👍💫👌,0.119,0.499,0.383,0.6408,,0:54
8W-M324B5TE,430,19,0,அருமை இனிமையான குர🎉🎉🎉🎉,0.0,0.393,0.607,0.8689,,0:54
8W-M324B5TE,430,19,0,unga uir koduthu paadum padal migaum arumai nandri anna❤❤❤❤,0.0,0.436,0.5640000000000001,0.9571,,0:54
tpz9CnN3HXU,501,15,0,👍👍👍,0.0,1.0,0.0,0.0,Rubber piece packing,0:14
tpz9CnN3HXU,501,15,0,👍,0.0,1.0,0.0,0.0,Rubber piece packing,0:14
tpz9CnN3HXU,501,15,0,👏👏👏,0.0,1.0,0.0,0.0,Rubber piece packing,0:14
WL6nhzLAiHI,109,8,0,😋😋😋,0.0,1.0,0.0,0.0,lunch menu,0:16
WL6nhzLAiHI,109,8,0,😋😋😋😋😋,0.0,1.0,0.0,0.0,lunch menu,0:16
WL6nhzLAiHI,109,8,0,yum yum yum̓̓😛,0.0,1.0,0.0,0.0,lunch menu,0:16
WL6nhzLAiHI,109,8,0,சூப்பர் மா 🎉❤,0.0,0.367,0.633,0.7845000000000001,lunch menu,0:16
Q4B1s4E7080,1480,114,0,❤❤❤❤❤❤❤,0.0,0.192,0.808,0.9854,,0:29
Q4B1s4E7080,1480,114,0,❤❤❤❤❤,0.0,0.192,0.808,0.9719,,0:29
Q4B1s4E7080,1480,114,0,❤❤❤❤❤❤🎉🎉🎉🎉,0.0,0.217,0.783,0.9891,,0:29
XrwyXH-v-pE,51,8,0,,,,,,,0:59
Ax-S-6yhMIg,484,17,0,🎉🎉🎉🎉🎉🎉🎉🎉🎉,0.0,0.27,0.73,0.9694,,0:19
OjyaxvAoPjc,8721,467,0,❤❤❤❤❤❤❤,0.0,0.192,0.808,0.9854,salute sir,0:16
rwd-1mcJsKk,606,10,0,சூப்பர் சூப்பர் 😋,0.0,1.0,0.0,0.0,All time favorite,0:13
QSzi-n5YDIQ,445,19,0,👍👍👍👍👍,0.0,1.0,0.0,0.0,,0:21
